filename,staticO0,dynamicO0,staticO1,dynamicO1,staticOz,dynamicOz,staticO2,dynamicO2,output_O0,output_O1,output_O2,output_Oz
extr_kphp-kdbfriendfriend-import-dump.c_conv_uid.c,15,15,12,12,12,12,12,12,-1,-1,-1,-1
extr_linuxfsubifslpt_commit.c_dbg_is_lsave_dirty.c,14,14,7,7,7,7,7,7,1,1,1,1
extr_linuxarchx86cryptomorus640_glue.c_crypto_morus640_glue_setauthsize.c,13,13,9,9,9,9,9,9,0,0,0,0
extr_linuxfsjfsjfs_dmap.c_cnttz.c,14,14,7,7,10,10,7,7,0,0,0,0
extr_linuxdriverspowersupplyqcom_smbb.c_smbb_bat_imax_fn.c,6,6,5,5,5,5,5,5,12750000,12750000,12750000,12750000
extr_linuxdriversttyipwirelesstty.c_get_control_lines.c,30,30,23,23,23,23,23,23,0,0,0,0
extr_hashcatdepsLZMA-SDKCLzFind.c_MatchFinder_GetNumAvailableBytes.c,9,9,6,6,6,6,6,6,-250,-250,-250,-250
extr_linuxdriversgpudrmamddisplayamdgpu_dmamdgpu_dm.c_to_drm_connector_type.c,14,14,9,9,9,9,9,9,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_GRAS_CL_GB_CLIP_ADJ_VERT.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversspispi-pxa2xx.h_pxa25x_ssp_comp.c,12,12,9,9,9,9,9,9,0,0,0,0
extr_mimikatzmodulesrpckull_m_rpc_ms-drsr_c.c_SRV_IDL_DRSDomainControllerInfoNotImplemented.c,10,10,5,5,5,5,5,5,0,0,0,0
extr_openpilotphonelibsjsonsrcjson.c_write_hex16.c,52,52,23,23,23,23,23,23,4,4,4,4
extr_linuxarchx86oprofileinit.c_op_nmi_init.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_REG_A6XX_VFD_FETCH.c,8,8,5,5,5,5,5,5,41996,41996,41996,41996
extr_redissrct_zset.c_zslValueGteMin.c,18,18,12,12,12,12,12,12,1,1,1,1
extr_linuxarchshkernelcpush4softfloat.c_extractFloat32Frac.c,7,7,6,6,6,6,6,6,255,255,255,255
extr_linuxfsocfs2ocfs2.h_ocfs2_sparse_alloc.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxarchx86kvmhyperv.c_stimer_get_count.c,11,11,7,7,7,7,7,7,0,0,0,0
extr_linuxsoundi2ccs8427.c_snd_cs8427_in_status_info.c,16,16,10,10,10,10,10,10,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_HLSQ_CONST_VSPRESV_RANGE_REG_ENDENTRY.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversmediausbdvb-usb-v2gl861.c_gl861_i2c_func.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversnetethernetqlogicqedqed_dev.c_qed_is_offload_tc_set.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxdriversnetethernetnetronomenfpabm..nfpcorenfp_cpp.h_NFP_CPP_ID_TOKEN_of.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_darknetsrcstb_image_write.h_stbiw__crc32.c,28,4603,20,2052,18,2306,35,1673,3535417117,3535417117,3535417117,3535417117
extr_reactosdllwin32jscriptglobal.c_char_to_int.c,20,20,16,16,16,16,16,16,w,w,w,w
extr_linuxdriversgpudrmmsmdispmdp4mdp4.xml.h_MDP4_PIPE_SRC_FORMAT_CPP.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversmediadvb-frontendssi2165.c_si2165_get_tune_settings.c,9,9,6,6,6,6,6,6,0,0,0,0
extr_os-tutorial17-video-scrolldriversscreen.c_get_offset.c,10,10,7,7,7,7,7,7,510,510,510,510
extr_reactosdllwin32ole32storage32.c_StorageInternalImpl_GetTransactionSig.c,8,8,5,5,5,5,5,5,0,0,0,0
extr_zstdliblegacyzstd_v04.c_ZSTD_nextSrcSizeToDecompress.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_FFmpeglibswresampleswresample.c_swr_is_initialized.c,12,12,7,7,7,7,7,7,1,1,1,1
extr_linuxdriversmediaplatformqcomcamsscamss-vfe-4-7.c_vfe_get_ub_size.c,12,12,9,9,9,9,9,9,0,0,0,0
extr_kphp-kdbdrinklessdl-aho.c_trie_check.c,30,37,15,15,12,14,15,15,0,0,0,0
extr_FFmpeglibavcodeccbs_av1.c_cbs_av1_tile_log2.c,13,13,12,12,11,11,12,12,0,0,0,0
extr_linuxdriversmediadvb-frontendslgs8gl5.c_lgs8gl5_get_tune_settings.c,13,13,8,8,8,8,8,8,0,0,0,0
extr_FFmpeglibavformatcafenc.c_samples_per_packet.c,15,15,8,8,9,9,8,8,0,0,0,0
extr_linuxdriversinputrmi4rmi_f01.c_rmi_f01_of_probe.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversnvmetargetcore.c_nvmet_cc_shn.c,9,9,8,8,8,8,8,8,3,3,3,3
extr_linuxfsbtrfsctree.h_btrfs_file_extent_calc_inline_size.c,7,7,6,6,6,6,6,6,255,255,255,255
extr_FFmpeglibavcodecvideotoolboxenc.c_is_post_sei_nal_type.c,27,27,16,16,16,16,16,16,1,1,1,1
extr_linuxdriversstagingrtl8712rtl871x_ioctl_rtl.c_oid_rt_get_bss_wireless_mode_hdl.c,13,13,10,10,10,10,10,10,0,0,0,0
extr_linuxdriversrtcrtc-mrst.c_is_intr.c,12,12,9,9,9,9,9,9,0,0,0,0
extr_linuxarchpowerpcplatformspowernv........driverspcipci.h_of_pci_get_max_link_speed.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_linuxkernelbpfverifier.c_signed_add_overflows.c,18,18,5,5,5,5,5,5,0,0,0,0
extr_linuxfstimerfd.c_isalarm.c,19,19,11,11,11,11,11,11,0,0,0,0
extr_linuxdriversgpudrmi915intel_fbc.c_get_crtc_fence_y_offset.c,9,9,6,6,6,6,6,6,250,250,250,250
extr_linuxdriversgpudrmradeonradeon_vm.c_radeon_vm_num_pdes.c,9,9,7,7,7,7,7,7,479,479,479,479
extr_linuxdriversnetcanrx-offload.c_can_rx_offload_inc.c,17,17,11,11,11,11,11,11,229,229,229,229
extr_linuxsoundsocqcomlpass-ipq806x.c_ipq806x_lpass_alloc_dma_channel.c,13,13,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpuhost1xhwhost1x02_hardware.h_host1x_opcode_incr.c,10,10,8,8,8,8,8,8,285147391,285147391,285147391,285147391
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_REG_A4XX_SP_DS_OUT_REG.c,8,8,5,5,5,5,5,5,9242,9242,9242,9242
extr_linuxsoundsoccodecssgtl5000.c_dac_info_volsw.c,16,16,10,10,10,10,10,10,0,0,0,0
extr_reactosdllwin32inetcommmimeole.c_hex_digit.c,20,20,17,17,17,17,17,17,-1,-1,-1,-1
extr_linuxdriversfsifsi-core.c_fsi_smode_sid.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxtoolsperfutilsymbol-elf.c_want_demangle.c,11,11,9,9,9,9,9,9,0,0,0,0
extr_linuxdriversnetethernetinteli40ei40e.h_i40e_get_fd_cnt_all.c,9,9,6,6,6,6,6,6,708,708,708,708
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_REG_A6XX_RB_MRT_FLAG_BUFFER.c,7,7,6,6,6,6,6,6,35840,35840,35840,35840
extr_linuxdriversgpuhost1xhwhw_host1x02_channel.h_host1x_channel_fifostat_cfempty_v.c,8,8,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversmediaplatformstibdispbdisp-v4l2.c_is_rect_enclosed.c,14,14,9,9,9,9,9,9,0,0,0,0
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_bt8_decode.c,11,11,6,6,6,6,6,6,0,0,0,0
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libiso646_jp.h_iso646_jp_wctomb.c,17,17,11,11,12,12,11,11,0,0,0,0
extr_linuxdriversmediaplatformdavincidm644x_ccdc.c_ccdc_set_pixel_format.c,21,21,16,16,17,17,16,16,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_GRAS_SC_CONTROL_MSAA_SAMPLES.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_micropythonportsstm32mbootmain.c_pyb_usbdd_DeInit.c,10,10,5,5,5,5,5,5,0,0,0,0
extr_linuxtoolsperfutilintel-pt-decoderintel-pt-pkt-decoder.c_intel_pt_get_ovf.c,9,9,7,7,7,7,7,7,2,2,2,2
extr_linuxdriversmediadvb-frontendssp887x.c_sp887x_get_tune_settings.c,13,13,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversspispi-tegra20-slink.c_tegra_slink_get_packed_size.c,13,13,8,8,8,8,8,8,0,0,0,0
extr_linuxnetschedact_sample.c_tcf_sample_dev_ok_push.c,12,12,9,9,9,9,9,9,1,1,1,1
extr_linuxdriversnetwirelessrealtekrtlwifirtl8723aehw.c__rtl8723e_get_chnl_group.c,12,12,12,12,12,12,12,12,2,2,2,2
extr_linuxscriptsmodmodpost.c_dump_sym.c,10,10,7,7,7,7,7,7,1,1,1,1
extr_linuxarchmipskvmtrap_emul.c_kvm_trap_emul_check_extension.c,11,11,7,7,7,7,7,7,0,0,0,0
extr_linuxfsxfslibxfsxfs_format.h_xfs_sb_version_hassector.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversnetethernetfreescalefmanfman_muram.c_fman_muram_vbase_to_offset.c,9,9,6,6,6,6,6,6,18446744073709551392,18446744073709551392,18446744073709551392,18446744073709551392
extr_linuxdriversmtdmapspci.c_intel_dc21285_translate.c,14,14,8,8,8,8,8,8,255,255,255,255
extr_reactossdktoolswppppy.tab.c_boolean.c,14,14,11,11,11,11,11,11,0,0,0,0
extr_emscriptensystemliblibcmuslsrcmath__fpclassifyf.c___fpclassifyf.c,18,18,12,12,12,12,12,12,0,0,0,0
extr_linuxdriversstagingandroidashmem.c_page_in_range.c,15,15,7,7,7,7,7,7,0,0,0,0
extr_linuxtoolsbpfbpf_dbg.c_cmd_quit.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_linuxfsext4fsmap.c_ext4_getfsmap_rec_before_low_key.c,13,13,8,8,8,8,8,8,1,1,1,1
extr_tigsrcstage.c_stage_diff_done.c,25,25,13,13,13,13,13,13,0,0,0,0
extr_linuxdriversnetethernetchelsiocxgb4vfcxgb4vf_main.c_cxgb4vf_do_ioctl.c,12,12,6,6,6,6,6,6,0,0,0,0
extr_linuxtoolsperfutilevsel.h_perf_evsel__match2.c,16,16,8,8,8,8,8,8,0,0,0,0
extr_obs-studiolibobsobs-hotkey.c_obs_hotkey_binding_get_key_combination.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_darwin-xnubsdkernkern_cs.c_csproc_get_prod_signed.c,12,12,8,8,8,8,8,8,1,1,1,1
extr_FFmpeglibavcodecmlp_parser.c_mlp_samplerate.c,18,18,14,14,14,14,14,14,5644800,5644800,5644800,5644800
extr_opensslcryptomodessiv128.c_CRYPTO_siv128_finish.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxdriversisdngigasetasyncdata.c_muststuff.c,20,20,13,13,13,13,13,13,0,0,0,0
extr_opensslcryptox509x509_meth.c_X509_LOOKUP_meth_set_get_by_subject.c,10,10,6,6,6,6,6,6,1,1,1,1
extr_linuxnetipv4icmp.c_icmpv4_mask_allow.c,13,13,7,7,7,7,7,7,1,1,1,1
extr_h2ot00unitlibhttp2........libhttp2hpack.c_calc_capacity.c,13,13,8,8,8,8,8,8,511,511,511,511
extr_linuxdriversnetethernetintelixgbeixgbe_ethtool.c_ixgbe_get_sset_count.c,23,23,12,12,12,12,12,12,0,0,0,0
extr_linuxdriverswatchdogwdt.c_wdt_set_heartbeat.c,15,15,11,11,11,11,11,11,0,0,0,0
extr_linuxdriversi2cbussesi2c-digicolor.c_dc_i2c_addr_cmd.c,16,16,11,11,11,11,11,11,190,190,190,190
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_GRAS_SC_WINDOW_SCISSOR_BR_Y.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_reactoswin32ssprintingbasespoolsvrpcstubs.c__RpcAddPrinterConnection.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_VPC_VARYING_INTERP_MODE_CD.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversclocksourcesh_tmu.c_sh_tmu_remove.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_radare2librasmp..archsnessnes_op_table.h_snes_op_get_size.c,20,20,9,9,9,9,9,9,479,479,479,479
extr_anypixelfirmwarecontrollersrcfifo.c_FIFO_available.c,9,9,6,6,6,6,6,6,-250,-250,-250,-250
extr_linuxdrivershwmonsmsc47m192.c_TEMP_FROM_REG.c,6,6,5,5,5,5,5,5,255000,255000,255000,255000
extr_stbdeprecatedstb_image.c_compute_y.c,13,13,13,13,10,10,13,13,255,255,255,255
extr_raspberry-pi-osexerciseslesson033rssrcprintf.c_a2d.c,17,17,17,17,17,17,17,17,-1,-1,-1,-1
extr_linuxdriversgpudrmradeonr100.c_r100_get_vtx_size.c,95,95,98,98,98,98,98,98,2,2,2,2
extr_linuxdriversplatformx86mlx-platform.c_mlxplat_mlxcpld_volatile_reg.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_kphp-kdbstatsxstatsx-data.c_readin_reset.c,13,13,8,8,8,8,8,8,0,0,0,0
extr_darwin-xnubsdnetinettcp_cc.c_tcp_cc_delay_ack.c,18,18,11,11,11,11,11,11,0,0,0,0
extr_h2odepspicotlslibpicotls.c_ptls_is_psk_handshake.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxdrivershidhid-roccat-kovaplus.c_kovaplus_convert_event_cpi.c,14,14,10,10,10,10,10,10,255,255,255,255
extr_labenginecodebspcl_math.c__DotProduct.c,20,20,12,12,12,12,12,12,355323,355323,355323,355323
extr_nodemcu-firmwareappsqlite3sqlite3.c_numberOfCachePages.c,13,13,7,7,7,7,7,7,479,479,479,479
extr_radare2librcryptopcrypto_xor.c_xor_get_key_size.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_twemproxysrcprotonc_redis.c_redis_error.c,13,13,9,9,9,9,9,9,0,0,0,0
extr_linuxarchx86eventsintelcore.c_event_is_checkpointed.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_mimikatzmodulessqlite3_omit.c_walPagesize.c,13,13,10,10,10,10,10,10,65536,65536,65536,65536
extr_labenginecodebspcl_cmd.c_BigUnsigned.c,29,29,6,6,6,6,6,6,4278190080,4278190080,4278190080,4278190080
extr_reactosbootfreeldrfreeldrlibfsbtrfs.c_btrfs_comp_chunk_map.c,14,14,13,13,13,13,13,13,1,1,1,1
extr_xhyvesrcuart_emul.c_rxfifo_available.c,14,14,8,8,8,8,8,8,0,0,0,0
extr_linuxsoundcoreinfo.c_valid_pos.c,19,19,12,12,12,12,12,12,1,1,1,1
extr_linuxfsxfsxfs_quotaops.c_xfs_quota_flags.c,31,31,26,26,26,26,26,26,0,0,0,0
extr_linuxnetipv4xfrm4_tunnel.c_xfrm_tunnel_err.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversnetethernetintelfm10kfm10k_mbx.c_fm10k_mbx_head_add.c,25,25,16,16,16,16,16,16,202,202,202,202
extr_h2ot00unitlibcommon........libcommonstring.c_is_ws.c,23,23,9,9,9,9,9,9,0,0,0,0
extr_linuxdriversmmccorecore.c_mmc_align_data_size.c,12,12,6,6,6,6,6,6,256,256,256,256
extr_linuxarchsparckerneluprobes.c_relbranch_fixup.c,30,30,18,18,18,18,18,18,263,263,263,263
extr_libgit2srctransportscred.c_git_cred_has_username.c,11,11,8,8,8,8,8,8,1,1,1,1
extr_FFmpeglibavresampleresample.c_bessel.c,39,555,25,349,26,408,25,349,inf,inf,inf,inf
extr_mpvaudioaframe.c_mp_aframe_get_format.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_obs-studiopluginsobs-x264obs-x264.c_valid_format.c,13,13,13,13,13,13,13,13,1,1,1,1
extr_darwin-xnubsdlibkernlibkern.h_lmax.c,12,12,7,7,7,7,7,7,255,255,255,255
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_HLSQ_FS_CONTROL_REG_CONSTLENGTH.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversnetethernetinteligbvfethtool.c_igbvf_get_sset_count.c,19,19,10,10,10,10,10,10,0,0,0,0
extr_reactosdllwin32jscriptjsstr.h_jsstr_tag.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_reactoswin32ssprintingbasespoolsvprinterdrivers.c__RpcAddPrinterDriverEx.c,8,8,5,5,5,5,5,5,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_PC_GS_PARAM_PRIMTYPE.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_Craftdepssqlitesqlite3.c_btreePagecount.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxdriversgpuhost1xhwhost1x05_hardware.h_host1x_opcode_nonincr.c,10,10,8,8,8,8,8,8,553582847,553582847,553582847,553582847
extr_linuxdriversnetethernetsgimeth.c_meth_ioctl.c,13,13,6,6,6,6,6,6,0,0,0,0
extr_micropythonportsstm32usbdevcoresrcusbd_core.c_USBD_LL_DevConnected.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_labenginecodebspccsg.c_IntersectionContents.c,14,14,8,8,8,8,8,8,255,255,255,255
extr_reactosdllwin32comctl32static.c_hasTextStyle.c,14,14,11,11,11,11,11,11,0,0,0,0
extr_redissrcsds.c_sdsull2str.c,56,95,39,69,28,50,29,55,3,3,3,3
extr_linuxnetvmw_vsockhyperv_transport.c_hvs_get_min_buffer_size.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_darwin-xnubsddevarmkern_machdep.c_pie_required.c,12,12,11,11,11,11,11,11,0,0,0,0
extr_linuxfsnilfs2segbuf.h_nilfs_segbuf_empty.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversnetwirelessrealtekrtlwifirtl8192cumac.c__rtl92c_evm_db_to_percentage.c,20,20,15,15,14,14,15,15,0,0,0,0
extr_darwin-xnubsdvfskpi_vfs.c_vnode_israge.c,12,12,8,8,8,8,8,8,0,0,0,0
extr_seafilecommonfs-mgr.c_seafile_version_from_repo_version.c,10,10,8,8,8,8,8,8,0,0,0,0
extr_reactosdllwin32ole32storage32.c_StorageInternalImpl_SetTransactionSig.c,7,7,5,5,5,5,5,5,0,0,0,0
extr_linuxtoolslibtraceeventkbuffer-parse.c_type4host.c,15,15,10,10,10,10,10,10,3,3,3,3
extr_linuxdriversnetxen-netfront.c_xennet_rxidx.c,9,9,7,7,7,7,7,7,255,255,255,255
extr_linuxdriversatapata_pxa.c_pxa_check_atapi_dma.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversgpudrmmsmdsidsi.xml.h_DSI_28nm_PHY_TIMING_CTRL_0_CLK_ZERO.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriverscryptocaamkey_gen.h_split_key_len.c,14,14,9,9,9,9,9,9,32,32,32,32
extr_linuxdriversnetwirelessrealtekrtl8192cuos_deposdep_service.c_rtw_end_of_queue_search.c,12,12,9,9,9,9,9,9,0,0,0,0
extr_linuxdriversttyserialuartlite.c_ulite_get_mctrl.c,8,8,7,7,7,7,7,7,0,0,0,0
extr_linuxarcharmnwfpesingle_cpdo.c_float32_abs.c,8,8,6,6,6,6,6,6,255,255,255,255
extr_linuxblockcfq-iosched.c_cfqg_key.c,10,10,6,6,6,6,6,6,-250,-250,-250,-250
extr_linuxdrivershwtracingstmdummy_stm.c_dummy_stm_link.c,11,11,12,12,12,12,12,12,0,0,0,0
extr_darwin-xnuosfmkkperfaction.c_kperf_action_has_task.c,11,11,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversnetwirelessinteliwlegacy3945.c_il3945_get_hcmd_size.c,18,18,8,8,8,8,8,8,255,255,255,255
extr_darwin-xnubsdvfsvfs_bio.c_buf_device.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxdriversfirewiresbp2.c_sbp2_status_to_sense_data.c,20,20,9,9,9,9,9,9,0,0,0,0
extr_linuxdriversnetwirelessrealtekrtlwifibtcoexisthalbtcoutsrc.c_rtl_get_hwpg_ant_num.c,11,11,9,9,9,9,9,9,1,1,1,1
extr_radare2libriopio_r2pipe.c___lseek.c,24,24,9,9,9,9,9,9,255,255,255,255
extr_linuxdriversnetvirtio_net.c_rxq2vq.c,7,7,5,5,5,5,5,5,510,510,510,510
extr_linuxarcharm64kvmdebug.c_kvm_arm_handle_step_debug.c,13,13,8,8,8,8,8,8,0,0,0,0
extr_linuxarchx86eventsinteluncore.h_uncore_freerunning_idx.c,8,8,7,7,7,7,7,7,0,0,0,0
extr_kcpikcp.c__itimediff.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_php-srcextopcacheOptimizerzend_inference.c_get_ssa_alias_types.c,18,18,18,18,18,18,18,18,0,0,0,0
extr_linuxdriversstagingcomedicomedidev.h_comedi_check_trigger_is_unique.c,16,16,10,10,10,10,10,10,0,0,0,0
extr_linuxdriversvideofbdevmb862xxmb862xxfbdrv.c_hsp.c,10,10,8,8,8,8,8,8,707,707,707,707
extr_linuxfsext4extents_status.h_ext4_es_status.c,9,9,7,7,7,7,7,7,479,479,479,479
extr_linuxdriversmediapcidm1105dm1105.c_functionality.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_linuxdriverspinctrlmediatek..pinconf.h_pinconf_set_config.c,10,10,6,6,6,6,6,6,0,0,0,0
extr_linuxsoundsoccodecswm8990.c_wm8990_volatile_register.c,11,11,7,7,7,7,7,7,0,0,0,0
extr_reactossdklib3rdpartylibxml2hash.c_xmlHashSize.c,11,11,7,7,7,7,7,7,479,479,479,479
extr_linuxdriversstagingrtl8712rtl871x_ioctl_rtl.c_oid_rt_forced_data_rate_hdl.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_linuxcryptointernal.h_crypto_is_larval.c,8,8,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversgpudrmmsmdsidsi.xml.h_DSI_ACTIVE_VSYNC_VPOS_START.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmrockchipinno_hdmi.c_inno_hdmi_i2c_func.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_linuxdriversinfinibandhwmthcamthca_qp.c_mthca_max_inline_data.c,14,14,8,8,8,8,8,8,255,255,255,255
extr_kphp-kdbmc-proxymc-proxy-statsx-extension.c_is_null_new.c,12,12,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_GRAS_RESOLVE_CNTL_2_Y.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversgpudrmmsmdispmdp4mdp4.xml.h_MDP4_DMA_CURSOR_POS_Y.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversinfinibandhwhfi1mad.c_tx_link_width.c,21,21,13,13,11,11,13,13,0,0,0,0
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libjava.h_java_wctomb.c,74,74,50,50,50,50,49,49,6,6,6,6
extr_linuxdriversgpuhost1xhwhost1x01_hardware.h_host1x_opcode_incr.c,10,10,8,8,8,8,8,8,285147391,285147391,285147391,285147391
extr_linuxdriversnetethernetcadencemacb_main.c_hash_bit_value.c,32,32,14,14,14,14,14,14,1,1,1,1
extr_linuxarchm68kcoldfireclk.c_clk_get_rate.c,11,11,7,7,7,7,7,7,479,479,479,479
extr_linuxdriversbcmamain.c_bcma_cc_core_id.c,12,12,10,10,10,10,10,10,0,0,0,0
extr_linuxdriversnetethernetemulexbenetbe_main.c_be_convert_mc_type.c,24,24,20,20,17,17,17,17,0,0,0,0
extr_linuxarchx86kvmvmx.c_vmx_get_dr6.c,7,7,5,5,5,5,5,5,479,479,479,479
extr_linuxsoundpcisonicvibes.c_snd_sonicvibes_info_single.c,26,26,15,15,15,15,15,15,0,0,0,0
extr_linuxfsnilfs2the_nilfs.h_nilfs_segment_is_active.c,20,20,10,10,9,9,10,10,0,0,0,0
extr_nginxsrchttpmodulesngx_http_addition_filter_module.c_ngx_http_addition_filter_init.c,14,14,13,13,13,13,13,13,0,0,0,0
extr_php-srcextpcrepcre2libsljitsljitNativeTILEGX-encoder.c_get_Imm16_X0.c,10,10,6,6,6,6,6,6,0,0,0,0
extr_linuxkerneltracering_buffer.c_rb_is_head_page.c,21,21,12,12,13,13,12,12,0,0,0,0
extr_linuxdriversnetwirelessmarvellmwifiexsdio.h_mp_tx_aggr_port_limit_reached.c,41,41,24,24,25,25,25,25,0,0,0,0
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacantsel.c_brcms_c_antsel_antsel2id.c,19,19,12,12,12,12,12,12,0,0,0,0
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_CTL_LAYER_REG_VIG0.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_kphp-kdbantispamantispam-import-dump.c_delimiter.c,23,23,12,12,12,12,12,12,0,0,0,0
extr_linuxsoundpcics4281.c_snd_cs4281_rate.c,53,53,26,26,30,30,26,26,6023,6023,6023,6023
extr_darknetsrcdata.h_distance_from_edge.c,36,36,21,21,21,21,21,21,0.000000,0.000000,0.000000,0.000000
extr_reactosntoskrnlkdbgkdb_expr.c_RpnBinaryOperatorMul.c,8,8,6,6,6,6,6,6,65025,65025,65025,65025
extr_linuxdriverspcmciavrc4173_cardu.c_set_Vpp_value.c,21,21,13,13,13,13,13,13,0,0,0,0
extr_linuxdriversvmebridgesvme_fake.c_fake_slot_get.c,6,6,5,5,5,5,5,5,0,0,0,0
extr_SoftEtherVPNsrcCedarCedar.c_IsSupportedWinVer.c,19,19,14,14,14,14,14,14,1,1,1,1
extr_linuxdriversgpudrmi915intel_overlay.c_overlay_cmd_reg.c,37,37,23,23,23,23,23,23,0,0,0,0
extr_linuxnetbluetoothl2cap_core.c___l2cap_ews_supported.c,15,15,8,8,8,8,8,8,0,0,0,0
extr_linuxdriversttyserialsprd_serial.c_sprd_verify_port.c,15,15,9,9,9,9,9,9,0,0,0,0
extr_linuxsoundsoccodecscs42l56.c_cs42l56_volatile_register.c,11,11,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversnetethernetinteli40evfi40e_adminq.h_i40e_aq_rc_to_posix.c,84,84,76,76,76,76,76,76,0,0,0,0
extr_linuxdriversvideofbdevpvr2fb.c_get_line_length.c,12,12,9,9,9,9,9,9,8132,8132,8132,8132
extr_reactosdllwin32iphlpapiicmp.c_in_cksum.c,47,1687,26,782,22,780,98,186,-35320,-35320,-35320,-35320
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_SP_CS_CTRL_REG0_THREADSIZE.c,9,9,8,8,8,8,8,8,0,0,0,0
extr_linuxdrivershwmonsht21.c_sht21_temp_ticks_to_millicelsius.c,11,11,8,8,8,8,8,8,-46175,-46175,-46175,-46175
extr_linuxdriverspcicontroller..pci.h_pci_dev_specific_enable_acs.c,7,7,6,6,6,6,6,6,0,0,0,0
extr_radare2librasmarchpropellerpropeller_disas.c_get_dst.c,9,9,7,7,7,7,7,7,0,0,0,0
extr_linuxdriversstagingcomedidriverss626.c_s626_ai_reg_to_uint.c,9,9,7,7,7,7,7,7,8192,8192,8192,8192
extr_linuxdriversptpptp_kvm.c_ptp_kvm_adjfreq.c,8,8,6,6,6,6,6,6,0,0,0,0
