name,int-boundsO0,int-boundsO2,int-boundsO3,int-boundsOz,big-arrO0,big-arrO2,big-arrO3,big-arrOz,big-arr-10xO0,big-arr-10xO2,big-arr-10xO3,big-arr-10xOz,linkedO0,linkedO2,linkedO3,linkedOz,dlinkedO0,dlinkedO2,dlinkedO3,dlinkedOz,bintreeO0,bintreeO2,bintreeO3,bintreeOz
extr_obs-studiopluginsobs-x264obs-x264.c_valid_format.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_darwin-xnubsdlibkernlibkern.h_lmax.c,100,100,100,100,255,255,255,255,10,10,10,10,,,,,,,,,,,,
extr_linuxdriversnetethernetinteligbvfethtool.c_igbvf_get_sset_count.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetethernetqlogicqedqed_vf.c_qed_vf_bulletin_get_udp_ports.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_reactoswin32ssprintingbasespoolsvprinterdrivers.c__RpcAddPrinterDriverEx.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetethernetsgimeth.c_meth_ioctl.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversvideofbdevvga16fb.c_vga16fb_update_fix.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_macvimsrcif_ruby.c_vim_ruby_init.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetwirelessrealtekrtlwifirtl8192cumac.c__rtl92c_evm_db_to_percentage.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_darwin-xnubsdvfskpi_vfs.c_vnode_israge.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxtoolslibtraceeventkbuffer-parse.c_type4host.c,0,0,0,0,3,3,3,3,2,2,2,2,,,,,,,,,,,,
extr_linuxdriversnetwirelessrealtekrtl8192cuos_deposdep_service.c_rtw_end_of_queue_search.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversttyserialuartlite.c_ulite_get_mctrl.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxarcharmnwfpesingle_cpdo.c_float32_abs.c,100,100,100,100,255,255,255,255,10,10,10,10,,,,,,,,,,,,
extr_linuxdriversnetwirelessrealtekrtlwifibtcoexisthalbtcoutsrc.c_rtl_get_hwpg_ant_num.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxarcharm64kvmdebug.c_kvm_arm_handle_step_debug.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_kcpikcp.c__itimediff.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversstagingcomedicomedidev.h_comedi_check_trigger_is_unique.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_kphp-kdbcopyexeccopyexec-data.c_tlist_clear.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriverspinctrlmediatek..pinconf.h_pinconf_set_config.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmamddisplaydcdce110dce110_resource.c_is_surface_pixel_format_supported.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_radare2librasmarcharmgnuarm-dis.c_data_barrier_option.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetethernetqlogicqedqed_dcbx.c_qed_dcbx_update_protocol_data.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_reactossdklib3rdpartylibxml2hash.c_xmlHashSize.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversinputmouseelantech.c_elantech_packet_check_v2.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversstagingrtl8712rtl871x_ioctl_rtl.c_oid_rt_forced_data_rate_hdl.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversspispi-lm70llp.c_spidev_to_pp.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmdsidsi.xml.h_DSI_ACTIVE_VSYNC_VPOS_START.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmrockchipinno_hdmi.c_inno_hdmi_i2c_func.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversinfinibandhwmthcamthca_qp.c_mthca_max_inline_data.c,100,100,100,100,255,255,255,255,10,10,10,10,,,,,,,,,,,,
extr_linuxdriversvideofbdevnvidianv_setup.c_NVSelectHeadRegisters.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_reactosdriversfilesystemsbtrfscompress.c_lzo_nextbyte.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_kphp-kdbimageimage-data.c_forth_bye.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpudrmvmwgfxvmwgfx_so.h_vmw_view_cmd_to_type.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetwirelessathath5kani.c_ath5k_ani_period_restart.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxarchx86kvmvmx.c_vmx_get_dr6.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_php-srcextpcrepcre2libsljitsljitNativeTILEGX-encoder.c_get_Imm16_X0.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxkerneltracering_buffer.c_rb_is_head_page.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacantsel.c_brcms_c_antsel_antsel2id.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_reactosntoskrnlkdbgkdb_expr.c_RpnBinaryOperatorMul.c,10000,10000,10000,10000,65025,65025,65025,65025,100,100,100,100,,,,,,,,,,,,
extr_linuxdriverspcmciavrc4173_cardu.c_set_Vpp_value.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmi915intel_overlay.c_overlay_cmd_reg.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetethernetsamsungsxgbesxgbe_desc.c_sxgbe_set_tx_owner.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversvideofbdevpvr2fb.c_get_line_length.c,1252,1252,1252,1252,8132,8132,8132,8132,16,16,16,16,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa6xx.xml.h_A6XX_SP_CS_CTRL_REG0_THREADSIZE.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdrivershwmonsht21.c_sht21_temp_ticks_to_millicelsius.c,-46582,-46582,-46582,-46582,-46175,-46175,-46175,-46175,-46829,-46829,-46829,-46829,,,,,,,,,,,,
extr_radare2librasmarchpropellerpropeller_disas.c_get_dst.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversstagingcomedidriverss626.c_s626_ai_reg_to_uint.c,8192,8192,8192,8192,8192,8192,8192,8192,8192,8192,8192,8192,,,,,,,,,,,,
extr_linuxdriverssioxsiox-core.c_siox_match.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmi915dvo_sil164.c_sil164_mode_valid.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxnetrdsib_rdma.c_rds_ib_get_mr_info.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_REG_A3XX_VFD_FETCH.c,8974,8974,8974,8974,9284,9284,9284,9284,8794,8794,8794,8794,,,,,,,,,,,,
extr_hashcatsrcmodulesmodule_10700.c_module_init.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetethernetchelsiocxgbcxgb2.c_speed_duplex_to_caps.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxfsocfs2suballoc.h_ocfs2_alloc_context_bits_left.c,250,250,250,250,250,250,250,250,250,250,250,250,,,,,,,,,,,,
extr_linuxdriversmediadvb-frontendstda10071.c_tda10071_get_tune_settings.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxarchm68katariatasound.c_atari_microwire_cmd.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxtoolsperfutilintel-pt-decoder..machine.h_machine__kernel_maps.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_mpvoptionsm_config.c_m_config_mark_co_flags.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetethernetciscoenicvnic_nic.h_vnic_set_nic_cfg.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetwirelessbroadcomb43legacymain.c_b43legacy_sprom_fixup.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxfscramfsinode.c_CRAMFS_SB.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_reactossubsystemsmvdmntvdmdosdos32krnlemsdrv.c_ValidateHandle.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversnetethernetaquantiaatlanticaq_vec.c_aq_vec_get_affinity_mask.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversscsiaacraidaacraid.h_aac_supports_2T.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmhdmihdmi.xml.h_HDMI_8x60_PHY_REG1_DTEST_MUX_SEL.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetethernetamdxgbexgbe-platform.c_xgbe_of_support.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversclknxpclk-lpc18xx-cgu.c_lpc18xx_pll0_msel2selp.c,31,31,31,31,31,31,31,31,6,6,6,6,,,,,,,,,,,,
extr_linuxdriversusbhostxhci-ring.c_inc_td_cnt.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_reactossdklibcrtmbstringislwr.c__ismbclower.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_andb_Slot_inst_encode.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversmediai2ccx25840cx25840-vbi.c_odd_parity.c,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_mongooseexamplesapi_serversqlite3.c_clearYMD_HMS_TZ.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetethernetintelixgbeixgbe_ethtool.c_ixgbe_get_rxfh_key_size.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_kittyglfwwl_monitor.c_outputHandleScale.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetcancc770cc770.c_intid2obj.c,-98,-98,-98,-98,-253,-253,-253,-253,-8,-8,-8,-8,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmdispmdp5mdp5.xml.h_MDP5_LM_OUT_SIZE_HEIGHT.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_reactoswin32ssprintingbasespoolsvprinterdata.c__RpcDeletePrinterData.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_reactosdll3rdpartylibtifftif_open.c_TIFFGetMode.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_obs-studiodepslzmaliblzmacommonblock_decoder.c_update_size.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_radare2libranalpanal_sparc_gnu.c_icc_to_r_cond.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_toxcoretoxcoreDHT.c_to_net_family.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_radare2librutilprint.c_ishexprefix.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxvirtkvmarmvgicvgic-init.c_vgic_maintenance_handler.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversdmaqcom..dmaengine.h_dmaengine_desc_get_callback.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_darwin-xnubsdvfskpi_vfs.c_vnode_vid.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxfsxfsxfs_log_priv.h_xlog_write_adv_cnt.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_RB_COPY_CONTROL_MODE.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_RB_BLEND_GREEN_UINT.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversstaginggreybuspower_supply.c_is_prop_valint.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxarchpowerpcplatformspowernv........driverspcipci.h_pci_aer_init.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversatalibata-core.c_ata_dummy_qc_issue.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriverscryptoccp....dmadmaengine.h_dma_cookie_init.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxtoolsperfutilcpumap.c_hex_char.c,l,l,l,l,l,l,l,l,t,t,t,t,,,,,,,,,,,,
extr_kphp-kdbphotophoto-data.c_check_photo_id.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxkernelbpfinode.c_bpffs_obj_open.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversmiscsram.h_sram_add_protect_exec.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversteetee_shm_pool.c_check_mgr_ops.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_kphp-kdblistslists-data.c_unpack_metafile_pointers_short.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversgpudrmamdpowerplayhwmgrppevvmath.h_GreaterThan.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversgpudrmamdamdgpukv_dpm.c_kv_get_ps.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxtoolsperfbench..utildso.h_dso__set_loaded.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversusbhostdwc_otgdwc_otg_cil.c_dwc_otg_get_param_data_fifo_size.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversvideobacklightams369fg06.c_ams369fg06_power_is_on.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversmiscibmasmi2o.h_incoming_data_size.c,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916,,,,,,,,,,,,
extr_linuxdriversmediadvb-frontendss5h1420.c_s5h1420_tuner_i2c_func.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa3xx.xml.h_A3XX_HLSQ_FS_CONTROL_REG_CONSTLENGTH.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetethernet3com3c59x.c_vortex_get_msglevel.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_darwin-xnubsddevi386unix_signal.c_siginfo_user_to_user64_x86.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriverscharagpfrontend.c_agp_insert_controller.c,0,0,0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extr_linuxtoolsperfutilintel-pt.c_intel_pt_reset_last_branch_rb.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxtoolspowerx86turbostatturbostat.c_has_turbo_ratio_group_limits.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxsoundpcictxfictdaio.c_daio_out_next_conj.c,481,481,481,481,481,481,481,481,481,481,481,481,,,,,,,,,,,,
extr_ccvlibcuda..ccv.h_ccv_decimal_pose.c,"16777216.000000
-50331648.000000
16777216.000000
-50331648.000000
16777216.000000
-50331648.000000
16777216.000000","16777216.000000
-50331648.000000
16777216.000000
-50331648.000000
16777216.000000
-50331648.000000
16777216.000000","16777216.000000
-50331648.000000
16777216.000000
-50331648.000000
16777216.000000
-50331648.000000
16777216.000000","16777216.000000
-50331648.000000
16777216.000000
-50331648.000000
16777216.000000
-50331648.000000
16777216.000000","16777216.000000
-50331648.000000
16777216.000000
-50331648.000000
16777216.000000
-50331648.000000
16777216.000000","16777216.000000
-50331648.000000
16777216.000000
-50331648.000000
16777216.000000
-50331648.000000
16777216.000000","16777216.000000
-50331648.000000
16777216.000000
-50331648.000000
16777216.000000
-50331648.000000
16777216.000000","16777216.000000
-50331648.000000
16777216.000000
-50331648.000000
16777216.000000
-50331648.000000
16777216.000000","16777216.000000
-50331648.000000
16777216.000000
-50331648.000000
16777216.000000
-50331648.000000
16777216.000000","16777216.000000
-50331648.000000
16777216.000000
-50331648.000000
16777216.000000
-50331648.000000
16777216.000000","16777216.000000
-50331648.000000
16777216.000000
-50331648.000000
16777216.000000
-50331648.000000
16777216.000000","16777216.000000
-50331648.000000
16777216.000000
-50331648.000000
16777216.000000
-50331648.000000
16777216.000000",,,,,,,,,,,,
extr_linuxdriversnetdsamv88e6xxxhwtstamp.h_mv88e6xxx_port_hwtstamp_set.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_darwin-xnuosfmkkerntimer_call.c_timer_longterm_dequeued_locked.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetwirelessrealtekrtlwifirtl8192eephy.c__phy_convert_txpower_dbm_to_relative_value.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxfsjffs2scan.c_EMPTY_SCAN_SIZE.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversvideofbdevvermilionvermilion.c_vmlfb_set_pref_pixel_format.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_FFmpeglibavcodecacelp_pitch_delay.c_ff_acelp_decode_8bit_to_1st_delay3.c,158,158,158,158,429,429,429,429,68,68,68,68,,,,,,,,,,,,
extr_FFmpeglibavformatunix.c_unix_get_file_handle.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_mpvvideooutgpushader_cache.c_gl_sc_reset_error.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_mongoosetestunit_test.c_ev_timer_handler.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetdsamv88e6xxxhwtstamp.c_mv88e6xxx_ts_valid.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmnouveaunv04_fence.c_nv04_fence_sync.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmamdpowerplayhwmgrvega10_hwmgr.c_vega10_init_sclk_threshold.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversscsiscsi_transport_spi.c_spi_populate_tag_msg.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_CP_PROTECT_REG_BASE_ADDR.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_macvimsrcgui_mac.c_EventModifiers2VimModifiers.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversiioadcda9150-gpadc.c_da9150_gpadc_ibus_current_avg.c,196,196,196,196,499,499,499,499,20,20,20,20,,,,,,,,,,,,
extr_swayswayinputseatop_move_tiling.c_resize_box.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxsoundpciasihpiasihpi.c_snd_asihpi_hpi_open.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxarchpowerpcboot4xx.c___fix_zero.c,100,100,100,100,255,255,255,255,10,10,10,10,,,,,,,,,,,,
extr_linuxdriversmediapcisaa7164saa7164-encoder.c_saa7164_g_frequency.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversstagingrtl8723bscorertw_xmit.c_rtw_calculate_wlan_pkt_size_by_attribue.c,41168,41168,41168,41168,41168,41168,41168,41168,41168,41168,41168,41168,,,,,,,,,,,,
extr_opensslcryptotsts_rsp_utils.c_TS_TST_INFO_set_ordering.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_tenginesrccorengx_sha1.c_ngx_sha1_init.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversusbhostdwc_otgdwc_otg_hcd.h_dwc_otg_hcd_is_pipe_in.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriverscryptostm32stm32-cryp.c_stm32_cryp_aes_gcm_setauthsize.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_CP_SET_DRAW_STATE__2_ADDR_HI.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversmediapcinetup_unidvbnetup_unidvb_i2c.c_netup_i2c_func.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa5xx.xml.h_A5XX_GRAS_2D_SRC_INFO_COLOR_SWAP.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversnetethernetamazonenaena_ethtool.c_ena_flow_data_to_flow_hash.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxarcharmkvmvgic-v3-coproc.c_vgic_v3_has_cpu_sysregs_attr.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxsoundpcipcxhrpcxhr.c_pcxhr_stream_scheduled_get_pipe.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_darwin-xnuosfmkkerncoalition.c_kdp_coalition_get_leader.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_ijkplayerijkmediaijksdlgles2renderer_yuv420sp.c_yuv420sp_getBufferWidth.c,229,229,229,229,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversscsicxgbicxgb4icxgb4i.c_abort_status_to_errno.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_h2odepshiredisasync.c___redisAsyncCopyError.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_stbstb_vorbis.c_stb_vorbis_get_error.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdriversnfcst-ncicore.c_st_nci_get_rfprotocol.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversinfinibandhwhfi1chip.c_reset_neighbor_info.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversmdpersistent-datadm-space-map-metadata.c_brb_init.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetethernetsamsungsxgbesxgbe_main.c_sxgbe_tx_avail.c,-151,-151,-151,-151,4,4,4,4,-241,-241,-241,-241,,,,,,,,,,,,
extr_linuxdriversnetethernetbroadcomcnic.c_cnic_get_v4_route.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_reactosdllwin32ole32storage32.c_BlockChainStream_GetCount.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_linuxdrivershidhid-corsair.c_corsair_usage_to_gkey.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoa4xx.xml.h_A4XX_SP_DS_PARAM_REG_TOTALGSOUTVAR.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_reactosdllwin32rpcrt4rpc_transport.c_rpcrt4_ncalrpc_is_authorized.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxsoundsocpxapxa2xx-i2s.c_pxa2xx_i2s_set_dai_fmt.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_darwin-xnubsdpthreadpthread_shims.c_proc_get_register.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdrivershidhid-logitech-hidpp.c_hidpp_map_battery_level.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxtoolslaptopdslmdslm.c_ender.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversnetethernetbroadcombnx2xbnx2x_main.c_bnx2x_setup_ndsb_state_machine.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_darwin-xnubsdnetkpi_interface.c_ifnet_baudrate.c,479,479,479,479,479,479,479,479,479,479,479,479,,,,,,,,,,,,
extr_reactosdlldirectxwined3dcompiler_43utils.c_op_from_assignment.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_php-srcsapifpmfpmzlog.c_zlog_stream_set_decorating.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_linuxdriversmediausbdvb-usbdib0700_core.c_dib0700_i2c_func.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxdriversgpudrmmsmadrenoadreno_pm4.xml.h_CP_DRAW_INDX_2_1_SOURCE_SELECT.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_darwin-xnubsdnetdlil.c_ifp_if_ctl.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_Craftdepsglfwsrcx11_init.c_errorHandler.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_reactosntoskrnlkdwrappersgdbstub.c_GspFindSwBreakpoint.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_linuxsoundsocsoc-topology.c_soc_tplg_get_offset.c,18446744073709551366,18446744073709551366,18446744073709551366,18446744073709551366,18446744073709551366,18446744073709551366,18446744073709551366,18446744073709551366,18446744073709551366,18446744073709551366,18446744073709551366,18446744073709551366,,,,,,,,,,,,
extr_linuxarchpowerpcplatformspowermacfeature.c_generic_dev_can_wake.c,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
extr_tenginesrccorengx_string.c_ngx_strncasecmp.c,[,[,[,[,a,a,a,a,a,a,a,a,,,,,,,,,,,,
extr_linuxdriversmfdsec-core.c_s2mps11_volatile.c,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,
extr_linuxdriversgpudrmomapdrmdssdispc.c_dispc_set_tv_pclk.c,,,,,,,,,,,,,,,,,,,,,,,,
extr_reactosmodulesrosappsapplicationssysutilsutilsrosperfrosperf.c_NullInit.c,100,100,100,100,255,255,255,255,10,10,10,10,,,,,,,,,,,,
